TermCRN,L,R,WL
SpringSem2024-8042,,,
SpringSem2024-8043,,,
SpringSem2024-8044,,,
SpringSem2024-8045,,,
SpringSem2024-8046,,,
SpringSem2025-8002,,,
SpringSem2025-8003,,1,
SpringSem2025-8004,,,
SpringSem2025-8005,,,
SpringSem2025-8006,,,
SpringSem2025-8007,,,
SpringSem2025-8008,,,
SpringSem2025-8009,,,
SpringSem2025-8010,,,
SpringSem2025-8011,,,
SpringSem2025-8012,,,
SpringSem2025-8013,,,
SpringSem2025-8014,,,
SpringSem2025-8015,,,
SpringSem2025-8016,,,
SpringSem2025-8017,,,
SpringSem2025-8018,,,
SpringSem2025-8019,,,
SpringSem2025-8020,,,
SpringSem2025-8021,,,
SpringSem2025-8022,,,
SpringSem2025-8023,,,
SpringSem2025-8024,,,
SpringSem2025-8025,,,
SpringSem2025-8026,,,
SpringSem2025-8027,,,
SpringSem2025-8028,,,
SpringSem2025-8029,,,
SpringSem2025-8030,,1,
SpringSem2025-8031,,,
SpringSem2025-8032,,,
SpringSem2025-8033,,,
SpringSem2025-8034,,,
SpringSem2025-8035,,,
SpringSem2025-8036,,,
SpringSem2025-8037,,,
SpringSem2025-8038,,,
SpringSem2025-8039,,,
SpringSem2025-8040,,,
SpringSem2025-8041,,,
SpringSem2025-8001,,,
SpringSem2025-8042,,,
SpringTerm2024-4042,,,
SpringTerm2024-4043,,,
SpringTerm2024-4044,,3,
SpringTerm2024-4045,,,
SpringTerm2024-4046,,,
SpringTerm2024-4047,,,
SpringTerm2024-4048,,,
SpringTerm2024-4049,,,
SpringTerm2025-3001,,,
SpringTerm2025-3002,,,
SpringTerm2025-3003,,,
SpringTerm2025-3004,,,
SpringTerm2025-3005,,,
SpringTerm2025-3006,,,
SpringTerm2025-3007,,,
SpringTerm2025-3008,,,
FallTerm2023-5836,25,25,0
FallTerm2023-5832,25,25,0
FallTerm2023-5483,,,
FallTerm2023-5835,20,10,0
FallTerm2023-5828,20,9,0
FallTerm2023-5484,,,
FallTerm2023-5485,,,
FallTerm2023-5486,,,
FallTerm2023-5830,20,20,0
FallTerm2023-5834,20,13,0
FallTerm2023-5487,,,
FallTerm2023-5488,,,
FallTerm2023-5489,,,
FallTerm2023-5490,,,
FallTerm2023-5491,,,
FallTerm2023-5492,,,
FallTerm2024-5733,15,9,0
FallTerm2024-5883,20,15,0
FallTerm2024-5516,,,
FallTerm2024-5736,20,9,0
FallTerm2024-5793,20,5,0
FallTerm2024-5517,,,
FallTerm2024-5518,,,
FallTerm2024-5519,,,
FallTerm2024-5734,24,22,0
FallTerm2024-5520,,,
FallTerm2024-5521,,,
FallTerm2024-5522,,,
FallTerm2024-5523,,,
FallTerm2024-5524,,,
FallTerm2024-5525,,,
WinterTerm2024-1845,25,18,0
WinterTerm2024-1844,25,19,0
WinterTerm2024-1855,25,23,0
WinterTerm2024-1841,25,12,0
WinterTerm2024-1848,30,21,0
WinterTerm2024-1481,,,
WinterTerm2024-1843,20,7,0
WinterTerm2024-1693,20,11,0
WinterTerm2024-1847,20,16,0
WinterTerm2024-1482,,,
WinterTerm2024-1483,,,
WinterTerm2024-1484,,,
WinterTerm2024-1485,,,
WinterTerm2024-1486,,,
WinterTerm2024-1487,,,
WinterTerm2024-1846,15,9,0
WinterTerm2024-1488,,,
WinterTerm2024-1489,,,
WinterTerm2024-1490,,,
WinterTerm2025-1689,15,4,0
WinterTerm2025-1691,15,6,0
WinterTerm2025-1693,20,12,0
WinterTerm2025-1481,,,
WinterTerm2025-1690,20,11,0
WinterTerm2025-1695,20,12,0
WinterTerm2025-1482,,,
WinterTerm2025-1483,,,
WinterTerm2025-1484,,,
WinterTerm2025-1485,,,
WinterTerm2025-1486,,,
WinterTerm2025-1487,,,
WinterTerm2025-1696,15,9,0
WinterTerm2025-1488,,,
WinterTerm2025-1489,,,
WinterTerm2025-1490,,,
SpringTerm2024-3862,25,14,0
SpringTerm2024-3858,25,23,0
SpringTerm2024-3855,30,21,0
SpringTerm2024-3457,,,
SpringTerm2024-3857,20,14,0
SpringTerm2024-3859,25,4,0
SpringTerm2024-3860,20,8,0
SpringTerm2024-3861,20,22,0
SpringTerm2024-3458,,,
SpringTerm2024-3459,,,
SpringTerm2024-3460,,,
SpringTerm2024-3461,,,
SpringTerm2024-3462,,,
SpringTerm2024-3463,,,
SpringTerm2024-3464,,,
SpringTerm2024-3465,,,
SpringTerm2024-3466,,,
SpringTerm2025-4062,15,13,0
SpringTerm2025-3702,15,15,0
SpringTerm2025-3705,20,6,0
SpringTerm2025-3483,,,
SpringTerm2025-3707,20,20,1
SpringTerm2025-3704,20,19,0
SpringTerm2025-3708,20,9,0
SpringTerm2025-3484,,,
SpringTerm2025-3485,,,
SpringTerm2025-3486,,,
SpringTerm2025-3798,20,10,0
SpringTerm2025-3487,,,
SpringTerm2025-3488,,,
SpringTerm2025-3489,,,
SpringTerm2025-3490,,,
SpringTerm2025-3491,,,
SpringTerm2025-3492,,,
FallTerm2023-5753,32,31,0
FallTerm2023-5752,48,42,0
FallTerm2023-5493,,,
FallTerm2023-5887,20,11,0
FallTerm2023-5756,,15,
FallTerm2023-5757,,15,
FallTerm2023-5494,,,
FallTerm2023-5495,,,
FallTerm2023-5496,,,
FallTerm2023-5758,,5,
FallTerm2023-5497,,,
FallTerm2023-5498,,,
FallTerm2023-5499,,,
FallTerm2023-5500,,,
FallTerm2023-5501,,,
FallTerm2023-5502,,,
FallTerm2023-5503,,,
FallTerm2024-5898,24,24,0
FallTerm2024-5526,,,
FallTerm2024-5899,,13,
FallTerm2024-5900,,8,
FallTerm2024-5527,,,
FallTerm2024-5528,,,
FallTerm2024-5529,,,
FallTerm2024-5530,,,
FallTerm2024-6075,,8,
FallTerm2024-5531,,,
FallTerm2024-5532,,,
FallTerm2024-5533,,,
FallTerm2024-5534,,,
FallTerm2024-5535,,,
FallTerm2024-5536,,,
FallTerm2024-5537,,,
WinterTerm2024-1757,48,27,0
WinterTerm2024-1758,48,27,0
WinterTerm2024-1491,,,
WinterTerm2024-1759,,12,
WinterTerm2024-1760,,15,
WinterTerm2024-1761,,8,
WinterTerm2024-1492,,,
WinterTerm2024-1493,,,
WinterTerm2024-1494,,,
WinterTerm2024-1495,,,
WinterTerm2024-1496,,,
WinterTerm2024-1497,,,
WinterTerm2024-1762,,11,
WinterTerm2024-1498,,,
WinterTerm2024-1499,,,
WinterTerm2024-1500,,,
WinterTerm2024-1501,,,
WinterTerm2025-2102,8,8,2
WinterTerm2025-2103,8,8,1
WinterTerm2025-1867,36,16,0
WinterTerm2025-1868,24,14,0
WinterTerm2025-1491,,,
WinterTerm2025-1869,,13,
WinterTerm2025-1870,,8,
WinterTerm2025-1492,,,
WinterTerm2025-1493,,,
WinterTerm2025-1494,,,
WinterTerm2025-1495,,,
WinterTerm2025-1496,,,
WinterTerm2025-1497,,,
WinterTerm2025-1498,,,
WinterTerm2025-2069,,16,
WinterTerm2025-1499,,,
WinterTerm2025-1500,,,
WinterTerm2025-1501,,,
WinterTerm2025-1502,,,
SpringTerm2024-3777,24,22,0
SpringTerm2024-3778,48,23,0
SpringTerm2024-3467,,,
SpringTerm2024-3779,20,11,0
SpringTerm2024-3781,16,11,0
SpringTerm2024-3782,16,2,0
SpringTerm2024-3783,,12,
SpringTerm2024-3468,,,
SpringTerm2024-3469,,,
SpringTerm2024-3470,,,
SpringTerm2024-3784,,15,
SpringTerm2024-3471,,,
SpringTerm2024-3472,,,
SpringTerm2024-3473,,,
SpringTerm2024-3474,,,
SpringTerm2024-3475,,,
SpringTerm2024-3476,,,
SpringTerm2024-3477,,,
SpringTerm2025-3965,,1,
SpringTerm2025-3883,36,16,0
SpringTerm2025-3493,,,
SpringTerm2025-3884,20,8,0
SpringTerm2025-3886,16,7,0
SpringTerm2025-3887,16,6,0
SpringTerm2025-3888,,12,
SpringTerm2025-3494,,,
SpringTerm2025-3495,,,
SpringTerm2025-3496,,,
SpringTerm2025-3497,,,
SpringTerm2025-3889,,13,
SpringTerm2025-3498,,,
SpringTerm2025-3499,,,
SpringTerm2025-3500,,,
SpringTerm2025-3501,,,
SpringTerm2025-3502,,,
SpringTerm2025-3503,,,
SpringTerm2025-3504,,,
FallTerm2023-5031,40,40,0
FallTerm2023-6046,40,32,0
FallTerm2023-5504,,,
FallTerm2023-5505,,,
FallTerm2023-6102,30,10,0
FallTerm2023-5040,40,36,0
FallTerm2023-6058,30,30,0
FallTerm2023-5033,16,13,0
FallTerm2023-5036,16,13,0
FallTerm2023-5032,30,30,0
FallTerm2023-6103,20,2,0
FallTerm2023-5707,30,27,0
FallTerm2023-5622,24,17,0
FallTerm2023-5964,24,25,0
FallTerm2023-6045,30,34,0
FallTerm2023-5965,20,10,0
FallTerm2023-5506,,,
FallTerm2023-5507,,,
FallTerm2023-5508,,,
FallTerm2023-5509,,,
FallTerm2023-5968,15,15,0
FallTerm2023-6064,15,4,0
FallTerm2023-5510,,,
FallTerm2023-5511,,,
FallTerm2023-5512,,,
FallTerm2023-5513,,,
FallTerm2023-5034,,6,
FallTerm2023-5035,,6,
FallTerm2023-5037,,6,
FallTerm2023-5514,,,
FallTerm2023-5515,,,
FallTerm2023-5516,,,
FallTerm2023-5517,,,
FallTerm2024-5033,25,13,0
FallTerm2024-5760,17,17,3
FallTerm2024-5538,,,
FallTerm2024-5539,,,
FallTerm2024-5041,40,30,0
FallTerm2024-5612,30,25,0
FallTerm2024-5836,40,9,0
FallTerm2024-5614,16,8,0
FallTerm2024-5615,16,8,0
FallTerm2024-5743,40,26,0
FallTerm2024-5034,30,25,0
FallTerm2024-5618,12,5,0
FallTerm2024-5619,12,4,0
FallTerm2024-5698,30,13,0
FallTerm2024-5616,30,30,3
FallTerm2024-6060,10,5,0
FallTerm2024-6061,10,6,0
FallTerm2024-5540,,,
FallTerm2024-5541,,,
FallTerm2024-5542,,,
FallTerm2024-5543,,,
FallTerm2024-5817,15,13,0
FallTerm2024-5613,15,5,0
FallTerm2024-5881,15,15,7
FallTerm2024-5544,,,
FallTerm2024-5545,,,
FallTerm2024-5546,,,
FallTerm2024-5547,,,
FallTerm2024-5611,,6,
FallTerm2024-5697,,6,
FallTerm2024-5548,,,
FallTerm2024-5549,,,
FallTerm2024-5550,,,
FallTerm2024-5551,,,
WinterTerm2024-1030,40,28,0
WinterTerm2024-1606,25,24,0
WinterTerm2024-1502,,,
WinterTerm2024-1503,,,
WinterTerm2024-1035,40,38,0
WinterTerm2024-2096,30,30,0
WinterTerm2024-1031,30,24,0
WinterTerm2024-2074,16,12,0
WinterTerm2024-2075,16,12,0
WinterTerm2024-2068,30,24,0
WinterTerm2024-2094,30,22,0
WinterTerm2024-1504,,,
WinterTerm2024-1505,,,
WinterTerm2024-1506,,,
WinterTerm2024-1507,,,
WinterTerm2024-1032,20,20,0
WinterTerm2024-1038,15,13,0
WinterTerm2024-1654,15,15,0
WinterTerm2024-2093,15,15,0
WinterTerm2024-1508,,,
WinterTerm2024-1509,,,
WinterTerm2024-1510,,,
WinterTerm2024-1511,,,
WinterTerm2024-1034,,7,
WinterTerm2024-1037,,7,
WinterTerm2024-1512,,,
WinterTerm2024-1513,,,
WinterTerm2024-1514,,,
WinterTerm2024-1515,,,
WinterTerm2025-1577,25,8,0
WinterTerm2025-1578,25,7,0
WinterTerm2025-1503,,,
WinterTerm2025-1504,,,
WinterTerm2025-1576,30,23,0
WinterTerm2025-2079,30,30,2
WinterTerm2025-1697,16,7,0
WinterTerm2025-1698,16,7,0
WinterTerm2025-2080,20,5,0
WinterTerm2025-1580,10,10,1
WinterTerm2025-1581,10,10,0
WinterTerm2025-1584,15,15,1
WinterTerm2025-1585,15,6,0
WinterTerm2025-1788,16,11,0
WinterTerm2025-1505,,,
WinterTerm2025-1506,,,
WinterTerm2025-1507,,,
WinterTerm2025-1508,,,
WinterTerm2025-1703,15,11,0
WinterTerm2025-1509,,,
WinterTerm2025-1510,,,
WinterTerm2025-1511,,,
WinterTerm2025-1512,,,
WinterTerm2025-1582,,5,
WinterTerm2025-1747,,5,
WinterTerm2025-1513,,,
WinterTerm2025-1514,,,
WinterTerm2025-1515,,,
WinterTerm2025-1516,,,
SpringTerm2024-4080,40,40,0
SpringTerm2024-3588,25,23,0
SpringTerm2024-3478,,,
SpringTerm2024-3479,,,
SpringTerm2024-3008,30,30,0
SpringTerm2024-4094,40,30,0
SpringTerm2024-3009,16,16,0
SpringTerm2024-3014,16,16,0
SpringTerm2024-3012,16,16,0
SpringTerm2024-3015,16,16,0
SpringTerm2024-4093,40,32,0
SpringTerm2024-3010,30,26,0
SpringTerm2024-4079,30,29,0
SpringTerm2024-3006,10,10,0
SpringTerm2024-3007,10,10,0
SpringTerm2024-4105,40,28,0
SpringTerm2024-3480,,,
SpringTerm2024-3481,,,
SpringTerm2024-3482,,,
SpringTerm2024-3483,,,
SpringTerm2024-3016,15,11,0
SpringTerm2024-3484,,,
SpringTerm2024-3485,,,
SpringTerm2024-3486,,,
SpringTerm2024-3487,,,
SpringTerm2024-3013,,8,
SpringTerm2024-3488,,,
SpringTerm2024-3489,,,
SpringTerm2024-3490,,,
SpringTerm2024-3491,,,
SpringTerm2025-3865,25,10,0
SpringTerm2025-3742,15,15,9
SpringTerm2025-3505,,,
SpringTerm2025-3506,,,
SpringTerm2025-3838,40,23,0
SpringTerm2025-4098,40,14,0
SpringTerm2025-3578,30,24,0
SpringTerm2025-3709,40,20,0
SpringTerm2025-3581,16,14,0
SpringTerm2025-3840,16,14,0
SpringTerm2025-3585,30,18,0
SpringTerm2025-3792,24,24,1
SpringTerm2025-3583,10,8,0
SpringTerm2025-3584,10,9,0
SpringTerm2025-3579,40,25,0
SpringTerm2025-3507,,,
SpringTerm2025-3508,,,
SpringTerm2025-3509,,,
SpringTerm2025-3510,,,
SpringTerm2025-3793,15,8,0
SpringTerm2025-4069,15,5,0
SpringTerm2025-3511,,,
SpringTerm2025-3512,,,
SpringTerm2025-3513,,,
SpringTerm2025-3514,,,
SpringTerm2025-3580,,6,
SpringTerm2025-3715,,7,
SpringTerm2025-3839,,5,
SpringTerm2025-4100,,6,
SpringTerm2025-3515,,,
SpringTerm2025-3516,,,
SpringTerm2025-3517,,,
SpringTerm2025-3518,,,
FallTerm2023-6077,35,21,0
FallTerm2023-6021,,11,
FallTerm2023-5518,,,
FallTerm2023-5690,,17,
FallTerm2023-6025,,9,0
FallTerm2023-5519,,,
FallTerm2023-5520,,,
FallTerm2023-5521,,,
FallTerm2023-6033,,7,
FallTerm2023-5522,,,
FallTerm2023-5523,,,
FallTerm2023-5524,,,
FallTerm2023-5525,,,
FallTerm2023-5526,,,
FallTerm2023-5527,,,
FallTerm2024-5620,17,16,0
FallTerm2024-5621,,8,
FallTerm2024-5552,,,
FallTerm2024-5553,,,
FallTerm2024-5901,20,11,0
FallTerm2024-5623,20,20,0
FallTerm2024-5622,,10,
FallTerm2024-5554,,,
FallTerm2024-5555,,,
FallTerm2024-5556,,,
FallTerm2024-5557,,,
FallTerm2024-5558,,,
FallTerm2024-5559,,,
FallTerm2024-5560,,,
FallTerm2024-5561,,,
FallTerm2024-5562,,,
WinterTerm2024-1694,35,22,0
WinterTerm2024-2085,,3,
WinterTerm2024-1516,,,
WinterTerm2024-2106,20,7,0
WinterTerm2024-2104,20,13,0
WinterTerm2024-1692,20,11,0
WinterTerm2024-1517,,,
WinterTerm2024-1518,,,
WinterTerm2024-1519,,,
WinterTerm2024-1520,,,
WinterTerm2024-1521,,,
WinterTerm2024-1522,,,
WinterTerm2024-1523,,,
WinterTerm2024-1524,,,
WinterTerm2024-1525,,,
WinterTerm2025-1588,15,3,0
WinterTerm2025-2100,,6,
WinterTerm2025-1587,,9,
WinterTerm2025-1589,,6,
WinterTerm2025-1517,,,
WinterTerm2025-1518,,,
WinterTerm2025-1590,20,19,0
WinterTerm2025-1593,,,
WinterTerm2025-1519,,,
WinterTerm2025-1520,,,
WinterTerm2025-1521,,,
WinterTerm2025-1665,,3,
WinterTerm2025-1522,,,
WinterTerm2025-1523,,,
WinterTerm2025-1524,,,
WinterTerm2025-1592,,2,
WinterTerm2025-1525,,,
WinterTerm2025-1526,,,
WinterTerm2025-1527,,,
SpringTerm2024-3724,35,18,0
SpringTerm2024-4081,,21,
SpringTerm2024-3492,,,
SpringTerm2024-4102,,13,
SpringTerm2024-4009,,9,
SpringTerm2024-3493,,,
SpringTerm2024-3494,,,
SpringTerm2024-3495,,,
SpringTerm2024-3725,12,7,0
SpringTerm2024-4050,,4,
SpringTerm2024-3496,,,
SpringTerm2024-3497,,,
SpringTerm2024-3498,,,
SpringTerm2024-3499,,,
SpringTerm2024-3500,,,
SpringTerm2024-3501,,,
SpringTerm2025-3592,,3,
SpringTerm2025-3519,,,
SpringTerm2025-3520,,,
SpringTerm2025-3920,25,25,2
SpringTerm2025-3591,20,12,0
SpringTerm2025-3589,,8,0
SpringTerm2025-3521,,,
SpringTerm2025-3522,,,
SpringTerm2025-3523,,,
SpringTerm2025-3524,,,
SpringTerm2025-3525,,,
SpringTerm2025-3526,,,
SpringTerm2025-3527,,,
SpringTerm2025-3528,,,
SpringTerm2025-3529,,,
FallTerm2023-5766,20,7,0
FallTerm2023-5528,,,
FallTerm2023-5529,,,
FallTerm2023-5767,,5,
FallTerm2023-5768,,10,
FallTerm2023-5770,,1,
FallTerm2023-6026,,6,
FallTerm2023-5530,,,
FallTerm2023-5531,,,
FallTerm2023-5532,,,
FallTerm2023-5533,,,
FallTerm2023-5534,,,
FallTerm2023-5535,,,
FallTerm2023-5536,,,
FallTerm2023-5537,,,
FallTerm2023-5538,,,
FallTerm2023-5539,,,
FallTerm2023-5540,,,
FallTerm2023-5541,,,
FallTerm2024-5923,20,2,0
FallTerm2024-5563,,,
FallTerm2024-5564,,,
FallTerm2024-5924,,5,
FallTerm2024-5926,,7,
FallTerm2024-5925,,1,
FallTerm2024-5565,,,
FallTerm2024-5566,,,
FallTerm2024-5567,,,
FallTerm2024-5568,,,
FallTerm2024-5569,,,
FallTerm2024-5570,,,
FallTerm2024-5571,,,
FallTerm2024-5572,,,
FallTerm2024-5573,,,
FallTerm2024-5574,,,
FallTerm2024-5575,,,
FallTerm2024-5576,,,
WinterTerm2024-1779,20,6,0
WinterTerm2024-1526,,,
WinterTerm2024-1527,,,
WinterTerm2024-1780,,5,
WinterTerm2024-1784,,6,
WinterTerm2024-1782,,8,
WinterTerm2024-1783,,3,
WinterTerm2024-1528,,,
WinterTerm2024-1529,,,
WinterTerm2024-1530,,,
WinterTerm2024-1531,,,
WinterTerm2024-1532,,,
WinterTerm2024-1533,,,
WinterTerm2024-1534,,,
WinterTerm2024-1535,,,
WinterTerm2024-1781,,4,
WinterTerm2024-1536,,,
WinterTerm2024-1537,,,
WinterTerm2024-1538,,,
WinterTerm2024-1539,,,
WinterTerm2025-1907,20,2,0
WinterTerm2025-1963,,5,
WinterTerm2025-1528,,,
WinterTerm2025-1529,,,
WinterTerm2025-1908,,5,
WinterTerm2025-1911,,3,
WinterTerm2025-1909,,2,
WinterTerm2025-1977,,3,0
WinterTerm2025-1530,,,
WinterTerm2025-1531,,,
WinterTerm2025-1532,,,
WinterTerm2025-1533,,,
WinterTerm2025-1534,,,
WinterTerm2025-1535,,,
WinterTerm2025-1536,,,
WinterTerm2025-1537,,,
WinterTerm2025-1910,,3,
WinterTerm2025-1538,,,
WinterTerm2025-1539,,,
WinterTerm2025-1540,,,
WinterTerm2025-1541,,,
SpringTerm2024-3502,,,
SpringTerm2024-3503,,,
SpringTerm2024-3797,20,6,0
SpringTerm2024-3798,,5,
SpringTerm2024-3670,,19,0
SpringTerm2024-3801,20,8,0
SpringTerm2024-3800,,6,
SpringTerm2024-4060,,4,
SpringTerm2024-3504,,,
SpringTerm2024-3505,,,
SpringTerm2024-3506,,,
SpringTerm2024-3507,,,
SpringTerm2024-3508,,,
SpringTerm2024-3509,,,
SpringTerm2024-3510,,,
SpringTerm2024-3511,,,
SpringTerm2024-3512,,,
SpringTerm2024-3513,,,
SpringTerm2024-3514,,,
SpringTerm2024-3515,,,
SpringTerm2025-3530,,,
SpringTerm2025-3531,,,
SpringTerm2025-3903,20,2,0
SpringTerm2025-3904,,6,
SpringTerm2025-3948,,7,
SpringTerm2025-3906,,8,0
SpringTerm2025-3905,,1,
SpringTerm2025-3908,,4,
SpringTerm2025-3532,,,
SpringTerm2025-3533,,,
SpringTerm2025-3534,,,
SpringTerm2025-3535,,,
SpringTerm2025-3536,,,
SpringTerm2025-3537,,,
SpringTerm2025-3538,,,
SpringTerm2025-3539,,,
SpringTerm2025-3540,,,
SpringTerm2025-3541,,,
SpringTerm2025-3542,,,
SpringTerm2025-3543,,,
FallTerm2023-5694,20,20,0
FallTerm2023-5695,20,21,0
FallTerm2023-5696,20,21,0
FallTerm2023-5697,20,19,0
FallTerm2023-5702,20,15,0
FallTerm2023-5542,,,
FallTerm2023-5543,,,
FallTerm2023-5703,20,18,0
FallTerm2023-5701,15,14,0
FallTerm2023-5699,15,9,0
FallTerm2023-5544,,,
FallTerm2023-5545,,,
FallTerm2023-5546,,,
FallTerm2023-5547,,,
FallTerm2023-5698,15,12,0
FallTerm2023-6067,15,7,0
FallTerm2023-5548,,,
FallTerm2023-5549,,,
FallTerm2023-5550,,,
FallTerm2023-5551,,,
FallTerm2023-5552,,,
FallTerm2023-5553,,,
FallTerm2023-5554,,,
FallTerm2023-5555,,,
FallTerm2024-5987,10,10,3
FallTerm2024-5988,10,10,2
FallTerm2024-5989,10,10,2
FallTerm2024-5990,10,10,1
FallTerm2024-5991,10,10,0
FallTerm2024-5577,,,
FallTerm2024-5578,,,
FallTerm2024-5992,10,5,0
FallTerm2024-5993,10,6,0
FallTerm2024-5994,15,3,0
FallTerm2024-5995,15,15,0
FallTerm2024-5997,15,6,0
FallTerm2024-5579,,,
FallTerm2024-5580,,,
FallTerm2024-5581,,,
FallTerm2024-5582,,,
FallTerm2024-5999,15,11,0
FallTerm2024-5583,,,
FallTerm2024-5584,,,
FallTerm2024-5585,,,
FallTerm2024-5586,,,
FallTerm2024-5587,,,
FallTerm2024-5588,,,
FallTerm2024-5589,,,
FallTerm2024-5590,,,
WinterTerm2024-1698,20,19,0
WinterTerm2024-1699,20,19,0
WinterTerm2024-1700,20,17,0
WinterTerm2024-1701,20,23,0
WinterTerm2024-2119,20,9,0
WinterTerm2024-1540,,,
WinterTerm2024-1541,,,
WinterTerm2024-1702,20,14,0
WinterTerm2024-1705,15,14,0
WinterTerm2024-1711,15,6,0
WinterTerm2024-1706,15,9,0
WinterTerm2024-1542,,,
WinterTerm2024-1543,,,
WinterTerm2024-1544,,,
WinterTerm2024-1545,,,
WinterTerm2024-1703,15,12,0
WinterTerm2024-1707,15,6,0
WinterTerm2024-1709,15,11,0
WinterTerm2024-1546,,,
WinterTerm2024-1547,,,
WinterTerm2024-1548,,,
WinterTerm2024-1549,,,
WinterTerm2024-1550,,,
WinterTerm2024-1551,,,
WinterTerm2024-1552,,,
WinterTerm2024-1553,,,
WinterTerm2025-1999,10,2,0
WinterTerm2025-2000,10,10,2
WinterTerm2025-2001,10,10,5
WinterTerm2025-2002,10,10,0
WinterTerm2025-2003,10,10,0
WinterTerm2025-1542,,,
WinterTerm2025-1543,,,
WinterTerm2025-2004,10,10,1
WinterTerm2025-2005,10,6,0
WinterTerm2025-2006,,,
WinterTerm2025-2010,15,9,0
WinterTerm2025-1544,,,
WinterTerm2025-1545,,,
WinterTerm2025-1546,,,
WinterTerm2025-1547,,,
WinterTerm2025-2007,15,15,3
WinterTerm2025-2011,15,12,0
WinterTerm2025-2013,15,8,0
WinterTerm2025-1548,,,
WinterTerm2025-1549,,,
WinterTerm2025-1550,,,
WinterTerm2025-1551,,,
WinterTerm2025-1552,,,
WinterTerm2025-1553,,,
WinterTerm2025-1554,,,
WinterTerm2025-1555,,,
SpringTerm2024-4115,20,16,0
SpringTerm2024-3516,,,
SpringTerm2024-3517,,,
SpringTerm2024-3727,20,19,0
SpringTerm2024-3728,20,20,0
SpringTerm2024-3729,20,11,0
SpringTerm2024-3730,20,9,0
SpringTerm2024-3732,20,20,0
SpringTerm2024-4116,20,17,0
SpringTerm2024-3731,15,8,0
SpringTerm2024-3736,,9,
SpringTerm2024-3735,15,15,0
SpringTerm2024-3518,,,
SpringTerm2024-3519,,,
SpringTerm2024-3520,,,
SpringTerm2024-3521,,,
SpringTerm2024-3737,15,15,0
SpringTerm2024-4064,15,8,0
SpringTerm2024-3522,,,
SpringTerm2024-3523,,,
SpringTerm2024-3524,,,
SpringTerm2024-3525,,,
SpringTerm2024-3526,,,
SpringTerm2024-3527,,,
SpringTerm2024-3528,,,
SpringTerm2024-3529,,,
SpringTerm2025-3987,10,3,0
SpringTerm2025-3544,,,
SpringTerm2025-3545,,,
SpringTerm2025-3988,10,10,4
SpringTerm2025-3989,10,10,1
SpringTerm2025-3990,10,9,1
SpringTerm2025-3991,10,10,5
SpringTerm2025-3992,15,2,0
SpringTerm2025-3993,15,6,0
SpringTerm2025-3994,16,11,0
SpringTerm2025-3546,,,
SpringTerm2025-3547,,,
SpringTerm2025-3548,,,
SpringTerm2025-3549,,,
SpringTerm2025-3997,15,8,0
SpringTerm2025-3998,15,12,0
SpringTerm2025-4000,15,5,0
SpringTerm2025-3550,,,
SpringTerm2025-3551,,,
SpringTerm2025-3552,,,
SpringTerm2025-3553,,,
SpringTerm2025-3554,,,
SpringTerm2025-3555,,,
SpringTerm2025-3556,,,
SpringTerm2025-3557,,,
FallTerm2023-5684,30,33,0
FallTerm2023-5685,30,26,0
FallTerm2023-5686,30,31,0
FallTerm2023-5556,,,
FallTerm2023-5557,,,
FallTerm2023-5558,,,
FallTerm2023-5559,,,
FallTerm2023-5560,,,
FallTerm2023-5561,,,
FallTerm2024-5813,30,30,3
FallTerm2024-6082,30,29,0
FallTerm2024-5815,30,25,0
FallTerm2024-5816,30,27,0
FallTerm2024-5591,,,
FallTerm2024-5592,,,
FallTerm2024-5593,,,
FallTerm2024-5594,,,
FallTerm2024-5595,,,
FallTerm2024-5596,,,
WinterTerm2024-1816,30,27,0
WinterTerm2024-1817,30,31,0
WinterTerm2024-1687,30,29,0
WinterTerm2024-1683,,28,0
WinterTerm2024-1554,,,
WinterTerm2024-1555,,,
WinterTerm2024-1556,,,
WinterTerm2024-1685,25,19,0
WinterTerm2024-1557,,,
WinterTerm2024-1558,,,
WinterTerm2024-2003,,10,
WinterTerm2024-1559,,,
WinterTerm2025-2107,20,17,0
WinterTerm2025-1786,30,22,0
WinterTerm2025-1781,,19,0
WinterTerm2025-1556,,,
WinterTerm2025-1557,,,
WinterTerm2025-1558,,,
WinterTerm2025-1848,25,25,6
WinterTerm2025-1559,,,
WinterTerm2025-1560,,,
WinterTerm2025-1779,,2,
WinterTerm2025-1561,,,
SpringTerm2024-3722,30,21,0
SpringTerm2024-3715,30,32,0
SpringTerm2024-3530,,,
SpringTerm2024-3531,,,
SpringTerm2024-3532,,,
SpringTerm2024-3712,,16,
SpringTerm2024-3533,,,
SpringTerm2024-3534,,,
SpringTerm2024-3535,,,
SpringTerm2025-3814,20,20,3
SpringTerm2025-3818,30,20,0
SpringTerm2025-3821,30,25,0
SpringTerm2025-3558,,,
SpringTerm2025-3559,,,
SpringTerm2025-3560,,,
SpringTerm2025-3815,,3,
SpringTerm2025-3561,,,
SpringTerm2025-3562,,,
SpringTerm2025-3563,,,
FallTerm2023-5742,30,13,0
FallTerm2023-5951,20,15,0
FallTerm2023-5748,15,17,0
FallTerm2023-5751,12,15,0
FallTerm2023-5738,18,20,0
FallTerm2023-5740,14,10,0
FallTerm2023-5562,,,
FallTerm2023-5563,,,
FallTerm2023-5745,10,8,0
FallTerm2023-5710,,14,
FallTerm2023-5743,24,18,0
