CRN,Term,Time,"Times 2nd (lab, etc)",Instructors,Course Link,meeting_details
3506,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3506&subj_code_in=PSYC&crse_numb_in=195,Arranged
3838,3 (Spring 2025),08:30 AM-10:15 AM TR,,P. Glick,term_in=202530&crn_in=3838&subj_code_in=PSYC&crse_numb_in=220,08:30 AM-10:15 AM TR      STEI 102
4098,3 (Spring 2025),08:30 AM-09:40 AM MWF,,B. Pratte,term_in=202530&crn_in=4098&subj_code_in=PSYC&crse_numb_in=230,08:30 AM-09:40 AM MWF     MUSI 254
3578,3 (Spring 2025),09:50 AM-11:00 AM MWF,,K. Pagel-Martinez,term_in=202530&crn_in=3578&subj_code_in=PSYC&crse_numb_in=262,09:50 AM-11:00 AM MWF     BRIG 224
3709,3 (Spring 2025),01:50 PM-03:00 PM MWF,,W. Dai,term_in=202530&crn_in=3709&subj_code_in=PSYC&crse_numb_in=270,01:50 PM-03:00 PM MWF     STEI 102
3581,3 (Spring 2025),10:25 AM-12:10 PM TR,,M. Ansfield,term_in=202530&crn_in=3581&subj_code_in=PSYC&crse_numb_in=280,10:25 AM-12:10 PM TR      BRIG 317
3840,3 (Spring 2025),02:35 PM-04:20 PM TR,,M. Ansfield,term_in=202530&crn_in=3840&subj_code_in=PSYC&crse_numb_in=281,02:35 PM-04:20 PM TR      BRIG 421
3585,3 (Spring 2025),02:35 PM-04:20 PM TR,,Staff,term_in=202530&crn_in=3585&subj_code_in=PSYC&crse_numb_in=310,02:35 PM-04:20 PM TR      BRIG 224
3792,3 (Spring 2025),09:50 AM-11:00 AM MWF,,E. Becker,term_in=202530&crn_in=3792&subj_code_in=PSYC&crse_numb_in=347,09:50 AM-11:00 AM MWF      
3583,3 (Spring 2025),12:40 PM-02:25 PM TR,01:00 PM-04:00 PM W,L. Hilt,term_in=202530&crn_in=3583&subj_code_in=PSYC&crse_numb_in=355,"12:40 PM-02:25 PM TR      BRIG 225
01:00 PM-04:00 PM W       BRIG 317"
3584,3 (Spring 2025),12:40 PM-02:25 PM TR,08:30 AM-11:30 AM R,L. Hilt,term_in=202530&crn_in=3584&subj_code_in=PSYC&crse_numb_in=355,"12:40 PM-02:25 PM TR      BRIG 225
08:30 AM-11:30 AM R       BRIG 305"
3579,3 (Spring 2025),11:10 AM-12:20 PM MWF,,K. Pagel-Martinez,term_in=202530&crn_in=3579&subj_code_in=PSYC&crse_numb_in=370,11:10 AM-12:20 PM MWF     MEMO 002
3507,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3507&subj_code_in=PSYC&crse_numb_in=390,Arranged
3508,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3508&subj_code_in=PSYC&crse_numb_in=391,Arranged
3509,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3509&subj_code_in=PSYC&crse_numb_in=395,Arranged
3510,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3510&subj_code_in=PSYC&crse_numb_in=399,Arranged
3793,3 (Spring 2025),03:10 PM-04:20 PM MWF,,W. Dai,term_in=202530&crn_in=3793&subj_code_in=PSYC&crse_numb_in=500,03:10 PM-04:20 PM MWF     BRIG 305
4069,3 (Spring 2025),08:30 AM-09:40 AM MWF,,Staff,term_in=202530&crn_in=4069&subj_code_in=PSYC&crse_numb_in=500,08:30 AM-09:40 AM MWF     BRIG 317
3511,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3511&subj_code_in=PSYC&crse_numb_in=590,Arranged
3512,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3512&subj_code_in=PSYC&crse_numb_in=591,Arranged
3513,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3513&subj_code_in=PSYC&crse_numb_in=595,Arranged
3514,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3514&subj_code_in=PSYC&crse_numb_in=599,Arranged
3580,3 (Spring 2025),08:30 AM-10:15 AM TR,,L. Hilt,term_in=202530&crn_in=3580&subj_code_in=PSYC&crse_numb_in=610,08:30 AM-10:15 AM TR      BRIG 317
3715,3 (Spring 2025),10:25 AM-12:10 PM TR,,P. Glick,term_in=202530&crn_in=3715&subj_code_in=PSYC&crse_numb_in=610,10:25 AM-12:10 PM TR      BRIG 
3839,3 (Spring 2025),12:40 PM-02:25 PM TR,,L. Hilt,term_in=202530&crn_in=3839&subj_code_in=PSYC&crse_numb_in=610,12:40 PM-02:25 PM TR      BRIG 317
4100,3 (Spring 2025),11:10 AM-12:20 PM MWF,,L. Hilt,term_in=202530&crn_in=4100&subj_code_in=PSYC&crse_numb_in=610,11:10 AM-12:20 PM MWF     BRIG 317
3515,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3515&subj_code_in=PSYC&crse_numb_in=690,Arranged
3516,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3516&subj_code_in=PSYC&crse_numb_in=691,Arranged
3517,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3517&subj_code_in=PSYC&crse_numb_in=695,Arranged
3518,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3518&subj_code_in=PSYC&crse_numb_in=699,Arranged
6077,1 (Fall 2023),01:50 PM-03:00 PM MWF,,L. Foote,term_in=202350&crn_in=6077&subj_code_in=RLST&crse_numb_in=100,01:50 PM-03:00 PM MWF     MAIN 012
6021,1 (Fall 2023),09:50 AM-11:00 AM MWF,,K. Carr,term_in=202350&crn_in=6021&subj_code_in=RLST&crse_numb_in=160,09:50 AM-11:00 AM MWF     MAIN 306
5518,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5518&subj_code_in=RLST&crse_numb_in=191,Arranged
5690,1 (Fall 2023),01:50 PM-03:00 PM MWF,,K. Carr,term_in=202350&crn_in=5690&subj_code_in=RLST&crse_numb_in=305,01:50 PM-03:00 PM MWF     MAIN 211
6025,1 (Fall 2023),01:50 PM-03:00 PM MWF,,M. Smith,term_in=202350&crn_in=6025&subj_code_in=RLST&crse_numb_in=352,01:50 PM-03:00 PM MWF     MAIN 306
5519,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5519&subj_code_in=RLST&crse_numb_in=390,Arranged
5520,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5520&subj_code_in=RLST&crse_numb_in=391,Arranged
5521,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5521&subj_code_in=RLST&crse_numb_in=399,Arranged
6033,1 (Fall 2023),12:40 PM-02:25 PM TR,,C. Kassor,term_in=202350&crn_in=6033&subj_code_in=RLST&crse_numb_in=535,12:40 PM-02:25 PM TR      MAIN 203
5522,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5522&subj_code_in=RLST&crse_numb_in=590,Arranged
5523,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5523&subj_code_in=RLST&crse_numb_in=591,Arranged
5524,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5524&subj_code_in=RLST&crse_numb_in=599,Arranged
5525,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5525&subj_code_in=RLST&crse_numb_in=690,Arranged
5526,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5526&subj_code_in=RLST&crse_numb_in=691,Arranged
5527,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5527&subj_code_in=RLST&crse_numb_in=699,Arranged
5620,1 (Fall 2024),01:50 PM-03:00 PM MWF,,L. Foote,term_in=202450&crn_in=5620&subj_code_in=RLST&crse_numb_in=100,01:50 PM-03:00 PM MWF     MAIN 216
5621,1 (Fall 2024),08:30 AM-10:15 AM TR,,C. Kassor,term_in=202450&crn_in=5621&subj_code_in=RLST&crse_numb_in=156,08:30 AM-10:15 AM TR      MAIN 404
5552,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5552&subj_code_in=RLST&crse_numb_in=191,Arranged
5553,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5553&subj_code_in=RLST&crse_numb_in=199,Arranged
5901,1 (Fall 2024),08:30 AM-09:40 AM MWF,,K. Carr,term_in=202450&crn_in=5901&subj_code_in=RLST&crse_numb_in=201,08:30 AM-09:40 AM MWF     MAIN 105
5623,1 (Fall 2024),09:50 AM-11:00 AM MWF,,L. Foote,term_in=202450&crn_in=5623&subj_code_in=RLST&crse_numb_in=312,09:50 AM-11:00 AM MWF     MAIN 216
5622,1 (Fall 2024),11:10 AM-12:20 PM MWF,,K. Carr,term_in=202450&crn_in=5622&subj_code_in=RLST&crse_numb_in=326,11:10 AM-12:20 PM MWF     MAIN 203
5554,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5554&subj_code_in=RLST&crse_numb_in=390,Arranged
5555,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5555&subj_code_in=RLST&crse_numb_in=391,Arranged
5556,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5556&subj_code_in=RLST&crse_numb_in=399,Arranged
5557,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5557&subj_code_in=RLST&crse_numb_in=590,Arranged
5558,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5558&subj_code_in=RLST&crse_numb_in=591,Arranged
5559,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5559&subj_code_in=RLST&crse_numb_in=599,Arranged
5560,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5560&subj_code_in=RLST&crse_numb_in=690,Arranged
5561,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5561&subj_code_in=RLST&crse_numb_in=691,Arranged
5562,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5562&subj_code_in=RLST&crse_numb_in=699,Arranged
1694,2 (Winter 2024),01:50 PM-03:00 PM MWF,,M. Smith,term_in=202420&crn_in=1694&subj_code_in=RLST&crse_numb_in=100,01:50 PM-03:00 PM MWF     MAIN 216
2085,2 (Winter 2024),01:50 PM-03:00 PM MWF,,L. Foote,term_in=202420&crn_in=2085&subj_code_in=RLST&crse_numb_in=156,01:50 PM-03:00 PM MWF     WRIS 221
1516,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1516&subj_code_in=RLST&crse_numb_in=191,Arranged
2106,2 (Winter 2024),08:30 AM-10:15 AM TR,,C. Kassor,term_in=202420&crn_in=2106&subj_code_in=RLST&crse_numb_in=228,08:30 AM-10:15 AM TR      MAIN 104
2104,2 (Winter 2024),10:25 AM-12:10 PM TR,,L. Foote,term_in=202420&crn_in=2104&subj_code_in=RLST&crse_numb_in=312,10:25 AM-12:10 PM TR      MAIN 211
1692,2 (Winter 2024),09:50 AM-11:00 AM MWF,,K. Carr,term_in=202420&crn_in=1692&subj_code_in=RLST&crse_numb_in=330,09:50 AM-11:00 AM MWF     MAIN 104
1517,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1517&subj_code_in=RLST&crse_numb_in=390,Arranged
1518,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1518&subj_code_in=RLST&crse_numb_in=391,Arranged
1519,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1519&subj_code_in=RLST&crse_numb_in=399,Arranged
1520,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1520&subj_code_in=RLST&crse_numb_in=590,Arranged
1521,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1521&subj_code_in=RLST&crse_numb_in=591,Arranged
1522,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1522&subj_code_in=RLST&crse_numb_in=599,Arranged
1523,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1523&subj_code_in=RLST&crse_numb_in=690,Arranged
1524,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1524&subj_code_in=RLST&crse_numb_in=691,Arranged
1525,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1525&subj_code_in=RLST&crse_numb_in=699,Arranged
1588,2 (Winter 2025),08:30 AM-09:40 AM MWF,,K. Carr,term_in=202520&crn_in=1588&subj_code_in=RLST&crse_numb_in=100,08:30 AM-09:40 AM MWF     MAIN 216
2100,2 (Winter 2025),12:40 PM-02:25 PM TR,,M. Smith,term_in=202520&crn_in=2100&subj_code_in=RLST&crse_numb_in=150,12:40 PM-02:25 PM TR      MAIN 404
1587,2 (Winter 2025),01:50 PM-03:00 PM MWF,,L. Foote,term_in=202520&crn_in=1587&subj_code_in=RLST&crse_numb_in=155,01:50 PM-03:00 PM MWF     MAIN 211
1589,2 (Winter 2025),11:10 AM-12:20 PM MWF,,K. Carr,term_in=202520&crn_in=1589&subj_code_in=RLST&crse_numb_in=160,11:10 AM-12:20 PM MWF     MAIN 306
1517,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1517&subj_code_in=RLST&crse_numb_in=191,Arranged
1518,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1518&subj_code_in=RLST&crse_numb_in=199,Arranged
1590,2 (Winter 2025),09:50 AM-11:00 AM MWF,,M. Smith,term_in=202520&crn_in=1590&subj_code_in=RLST&crse_numb_in=245,09:50 AM-11:00 AM MWF     MAIN 401
1593,2 (Winter 2025),,,M. Smith,term_in=202520&crn_in=1593&subj_code_in=RLST&crse_numb_in=291,Arranged
1519,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1519&subj_code_in=RLST&crse_numb_in=390,Arranged
1520,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1520&subj_code_in=RLST&crse_numb_in=391,Arranged
1521,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1521&subj_code_in=RLST&crse_numb_in=399,Arranged
1665,2 (Winter 2025),10:25 AM-12:10 PM TR,,C. Kassor,term_in=202520&crn_in=1665&subj_code_in=RLST&crse_numb_in=450,10:25 AM-12:10 PM TR      MAIN 402
1522,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1522&subj_code_in=RLST&crse_numb_in=590,Arranged
1523,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1523&subj_code_in=RLST&crse_numb_in=591,Arranged
1524,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1524&subj_code_in=RLST&crse_numb_in=599,Arranged
1592,2 (Winter 2025),12:40 PM-02:25 PM TR,,Staff,term_in=202520&crn_in=1592&subj_code_in=RLST&crse_numb_in=610,12:40 PM-02:25 PM TR      MAIN 203
1525,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1525&subj_code_in=RLST&crse_numb_in=690,Arranged
1526,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1526&subj_code_in=RLST&crse_numb_in=691,Arranged
1527,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1527&subj_code_in=RLST&crse_numb_in=699,Arranged
3724,3 (Spring 2024),08:30 AM-09:40 AM MWF,,K. Carr,term_in=202430&crn_in=3724&subj_code_in=RLST&crse_numb_in=100,08:30 AM-09:40 AM MWF     MAIN 201
4081,3 (Spring 2024),08:30 AM-10:15 AM TR,,L. Foote,term_in=202430&crn_in=4081&subj_code_in=RLST&crse_numb_in=155,08:30 AM-10:15 AM TR      MAIN 404
3492,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3492&subj_code_in=RLST&crse_numb_in=191,Arranged
4102,3 (Spring 2024),10:25 AM-12:10 PM TR,,C. Kassor,term_in=202430&crn_in=4102&subj_code_in=RLST&crse_numb_in=214,10:25 AM-12:10 PM TR      MAIN 201
4009,3 (Spring 2024),12:40 PM-02:25 PM TR,,M. Verita',term_in=202430&crn_in=4009&subj_code_in=RLST&crse_numb_in=237,12:40 PM-02:25 PM TR      MAIN 404
3493,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3493&subj_code_in=RLST&crse_numb_in=390,Arranged
3494,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3494&subj_code_in=RLST&crse_numb_in=391,Arranged
3495,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3495&subj_code_in=RLST&crse_numb_in=399,Arranged
3725,3 (Spring 2024),11:10 AM-12:20 PM MWF,,K. Carr,term_in=202430&crn_in=3725&subj_code_in=RLST&crse_numb_in=500,11:10 AM-12:20 PM MWF     MAIN 203
4050,3 (Spring 2024),08:30 AM-09:40 AM MWF,,M. Smith,term_in=202430&crn_in=4050&subj_code_in=RLST&crse_numb_in=545,08:30 AM-09:40 AM MWF     BRIG 317
3496,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3496&subj_code_in=RLST&crse_numb_in=590,Arranged
3497,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3497&subj_code_in=RLST&crse_numb_in=591,Arranged
3498,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3498&subj_code_in=RLST&crse_numb_in=599,Arranged
3499,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3499&subj_code_in=RLST&crse_numb_in=690,Arranged
3500,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3500&subj_code_in=RLST&crse_numb_in=691,Arranged
3501,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3501&subj_code_in=RLST&crse_numb_in=699,Arranged
3592,3 (Spring 2025),10:25 AM-12:10 PM TR,,M. Smith,term_in=202530&crn_in=3592&subj_code_in=RLST&crse_numb_in=165,10:25 AM-12:10 PM TR      MAIN 211
3519,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3519&subj_code_in=RLST&crse_numb_in=191,Arranged
3520,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3520&subj_code_in=RLST&crse_numb_in=199,Arranged
3920,3 (Spring 2025),01:50 PM-03:00 PM MWF,,L. Foote,term_in=202530&crn_in=3920&subj_code_in=RLST&crse_numb_in=203,01:50 PM-03:00 PM MWF      
3591,3 (Spring 2025),08:30 AM-10:15 AM TR,,C. Kassor,term_in=202530&crn_in=3591&subj_code_in=RLST&crse_numb_in=211,08:30 AM-10:15 AM TR       
3589,3 (Spring 2025),08:30 AM-09:40 AM MWF,,L. Foote,term_in=202530&crn_in=3589&subj_code_in=RLST&crse_numb_in=353,08:30 AM-09:40 AM MWF     MAIN 203
3521,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3521&subj_code_in=RLST&crse_numb_in=390,Arranged
3522,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3522&subj_code_in=RLST&crse_numb_in=391,Arranged
3523,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3523&subj_code_in=RLST&crse_numb_in=399,Arranged
3524,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3524&subj_code_in=RLST&crse_numb_in=590,Arranged
3525,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3525&subj_code_in=RLST&crse_numb_in=591,Arranged
3526,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3526&subj_code_in=RLST&crse_numb_in=599,Arranged
3527,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3527&subj_code_in=RLST&crse_numb_in=690,Arranged
3528,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3528&subj_code_in=RLST&crse_numb_in=691,Arranged
3529,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3529&subj_code_in=RLST&crse_numb_in=699,Arranged
5766,1 (Fall 2023),08:30 AM-09:40 AM MTWRF,,P. Thomas,term_in=202350&crn_in=5766&subj_code_in=RUSS&crse_numb_in=101,08:30 AM-09:40 AM MTWRF   MAIN 008
5528,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5528&subj_code_in=RUSS&crse_numb_in=191,Arranged
5529,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5529&subj_code_in=RUSS&crse_numb_in=195,Arranged
5767,1 (Fall 2023),09:50 AM-11:00 AM MWF,,I. Potapova,term_in=202350&crn_in=5767&subj_code_in=RUSS&crse_numb_in=211,09:50 AM-11:00 AM MWF     MAIN 203
5768,1 (Fall 2023),10:25 AM-12:10 PM TR,,V. Kononova,term_in=202350&crn_in=5768&subj_code_in=RUSS&crse_numb_in=325,10:25 AM-12:10 PM TR      MAIN 008
5770,1 (Fall 2023),,,I. Potapova,term_in=202350&crn_in=5770&subj_code_in=RUSS&crse_numb_in=340,Arranged
6026,1 (Fall 2023),09:50 AM-11:00 AM MWF,,V. Kononova,term_in=202350&crn_in=6026&subj_code_in=RUSS&crse_numb_in=381,09:50 AM-11:00 AM MWF     BRIG 305
5530,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5530&subj_code_in=RUSS&crse_numb_in=390,Arranged
5531,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5531&subj_code_in=RUSS&crse_numb_in=391,Arranged
5532,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5532&subj_code_in=RUSS&crse_numb_in=395,Arranged
5533,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5533&subj_code_in=RUSS&crse_numb_in=399,Arranged
5534,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5534&subj_code_in=RUSS&crse_numb_in=590,Arranged
5535,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5535&subj_code_in=RUSS&crse_numb_in=591,Arranged
5536,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5536&subj_code_in=RUSS&crse_numb_in=595,Arranged
5537,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5537&subj_code_in=RUSS&crse_numb_in=599,Arranged
5538,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5538&subj_code_in=RUSS&crse_numb_in=690,Arranged
5539,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5539&subj_code_in=RUSS&crse_numb_in=691,Arranged
5540,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5540&subj_code_in=RUSS&crse_numb_in=695,Arranged
5541,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5541&subj_code_in=RUSS&crse_numb_in=699,Arranged
5923,1 (Fall 2024),08:30 AM-09:40 AM MTWRF,,P. Thomas,term_in=202450&crn_in=5923&subj_code_in=RUSS&crse_numb_in=101,08:30 AM-09:40 AM MTWRF   MAIN 008
5563,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5563&subj_code_in=RUSS&crse_numb_in=191,Arranged
5564,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5564&subj_code_in=RUSS&crse_numb_in=195,Arranged
5924,1 (Fall 2024),09:50 AM-11:00 AM MWF,,I. Potapova,term_in=202450&crn_in=5924&subj_code_in=RUSS&crse_numb_in=211,09:50 AM-11:00 AM MWF     MAIN 008
5926,1 (Fall 2024),01:50 PM-03:00 PM MWF,,P. Thomas,term_in=202450&crn_in=5926&subj_code_in=RUSS&crse_numb_in=314,01:50 PM-03:00 PM MWF     MAIN 404
5925,1 (Fall 2024),,,I. Potapova,term_in=202450&crn_in=5925&subj_code_in=RUSS&crse_numb_in=340,Arranged
5565,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5565&subj_code_in=RUSS&crse_numb_in=390,Arranged
5566,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5566&subj_code_in=RUSS&crse_numb_in=391,Arranged
5567,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5567&subj_code_in=RUSS&crse_numb_in=395,Arranged
5568,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5568&subj_code_in=RUSS&crse_numb_in=399,Arranged
5569,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5569&subj_code_in=RUSS&crse_numb_in=590,Arranged
5570,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5570&subj_code_in=RUSS&crse_numb_in=591,Arranged
5571,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5571&subj_code_in=RUSS&crse_numb_in=595,Arranged
5572,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5572&subj_code_in=RUSS&crse_numb_in=599,Arranged
5573,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5573&subj_code_in=RUSS&crse_numb_in=690,Arranged
5574,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5574&subj_code_in=RUSS&crse_numb_in=691,Arranged
5575,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5575&subj_code_in=RUSS&crse_numb_in=695,Arranged
5576,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5576&subj_code_in=RUSS&crse_numb_in=699,Arranged
1779,2 (Winter 2024),08:30 AM-09:40 AM MTWRF,,P. Thomas,term_in=202420&crn_in=1779&subj_code_in=RUSS&crse_numb_in=102,08:30 AM-09:40 AM MTWRF   MAIN 008
1526,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1526&subj_code_in=RUSS&crse_numb_in=191,Arranged
1527,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1527&subj_code_in=RUSS&crse_numb_in=195,Arranged
1780,2 (Winter 2024),09:50 AM-11:00 AM MWF,,I. Potapova,term_in=202420&crn_in=1780&subj_code_in=RUSS&crse_numb_in=212,09:50 AM-11:00 AM MWF     MAIN 008
1784,2 (Winter 2024),12:40 PM-02:25 PM TR,,P. Thomas,term_in=202420&crn_in=1784&subj_code_in=RUSS&crse_numb_in=300,12:40 PM-02:25 PM TR      MAIN 402
1782,2 (Winter 2024),01:50 PM-03:00 PM MWF,,V. Kononova,term_in=202420&crn_in=1782&subj_code_in=RUSS&crse_numb_in=335,01:50 PM-03:00 PM MWF     MAIN 008
1783,2 (Winter 2024),,,I. Potapova,term_in=202420&crn_in=1783&subj_code_in=RUSS&crse_numb_in=340,Arranged
1528,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1528&subj_code_in=RUSS&crse_numb_in=390,Arranged
1529,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1529&subj_code_in=RUSS&crse_numb_in=391,Arranged
1530,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1530&subj_code_in=RUSS&crse_numb_in=395,Arranged
1531,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1531&subj_code_in=RUSS&crse_numb_in=399,Arranged
1532,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1532&subj_code_in=RUSS&crse_numb_in=590,Arranged
1533,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1533&subj_code_in=RUSS&crse_numb_in=591,Arranged
1534,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1534&subj_code_in=RUSS&crse_numb_in=595,Arranged
1535,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1535&subj_code_in=RUSS&crse_numb_in=599,Arranged
1781,2 (Winter 2024),03:10 PM-04:20 PM MWF,,V. Kononova,term_in=202420&crn_in=1781&subj_code_in=RUSS&crse_numb_in=650,03:10 PM-04:20 PM MWF     MAIN 008
1536,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1536&subj_code_in=RUSS&crse_numb_in=690,Arranged
1537,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1537&subj_code_in=RUSS&crse_numb_in=691,Arranged
1538,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1538&subj_code_in=RUSS&crse_numb_in=695,Arranged
1539,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1539&subj_code_in=RUSS&crse_numb_in=699,Arranged
1907,2 (Winter 2025),08:30 AM-09:40 AM MTWRF,,P. Thomas,term_in=202520&crn_in=1907&subj_code_in=RUSS&crse_numb_in=102,08:30 AM-09:40 AM MTWRF   MAIN 008
1963,2 (Winter 2025),11:10 AM-12:20 PM MWF,,"V. Kononova
I. Potapova",term_in=202520&crn_in=1963&subj_code_in=RUSS&crse_numb_in=130,11:10 AM-12:20 PM MWF     MAIN 008
1528,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1528&subj_code_in=RUSS&crse_numb_in=191,Arranged
1529,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1529&subj_code_in=RUSS&crse_numb_in=195,Arranged
1908,2 (Winter 2025),09:50 AM-11:00 AM MWF,,I. Potapova,term_in=202520&crn_in=1908&subj_code_in=RUSS&crse_numb_in=212,09:50 AM-11:00 AM MWF     MAIN 008
1911,2 (Winter 2025),01:50 PM-03:00 PM MWF,,P. Thomas,term_in=202520&crn_in=1911&subj_code_in=RUSS&crse_numb_in=305,01:50 PM-03:00 PM MWF     MAIN 404
